CustomerId,Amount,InterestRate
639,402764.67,4.1
640,402765.67,5.1
641,402766.67,2.1
642,402767.67,3.1
643,402768.67,4.1
644,402769.67,5.1
645,402770.67,2.1
646,402771.67,3.1
647,402772.67,4.1
648,402773.67,5.1
649,402774.67,2.1
650,402775.67,3.1
651,402776.67,4.1
652,402777.67,5.1
653,402778.67,2.1
654,402779.67,3.1
655,402780.67,4.1
656,402781.67,5.1
657,402782.67,2.1
658,402783.67,3.1
659,402784.67,4.1
660,402785.67,5.1
661,402786.67,2.1
662,402787.67,3.1
663,402788.67,4.1
664,402789.67,5.1
665,402790.67,2.1
666,402791.67,3.1
667,402792.67,4.1
668,402793.67,5.1
669,402794.67,2.1
670,402795.67,3.1
671,402796.67,4.1
672,402797.67,5.1
673,402798.67,2.1
674,402799.67,3.1
675,402800.67,4.1
676,402801.67,5.1
677,402802.67,2.1
678,402803.67,3.1
679,402804.67,4.1
680,402805.67,5.1
681,402806.67,2.1
682,402807.67,3.1
683,402808.67,4.1
684,402809.67,5.1
685,402810.67,2.1
686,402811.67,3.1
687,402812.67,4.1
688,402813.67,5.1
689,402814.67,2.1
690,402815.67,3.1
691,402816.67,4.1
692,402817.67,5.1
693,402818.67,2.1
694,402819.67,3.1
695,402820.67,4.1
696,402821.67,5.1
697,402822.67,2.1
698,402823.67,3.1
699,402824.67,4.1
700,402825.67,5.1
701,402826.67,2.1
702,402827.67,3.1
703,402828.67,4.1
704,402829.67,5.1
705,402830.67,2.1
706,402831.67,3.1
707,402832.67,4.1
708,402833.67,5.1
709,402834.67,2.1
710,402835.67,3.1
711,402836.67,4.1
712,402837.67,5.1
713,402838.67,2.1
714,402839.67,3.1
715,402840.67,4.1
716,402841.67,5.1
717,402842.67,2.1
718,402843.67,3.1
719,402844.67,4.1
720,402845.67,5.1
721,402846.67,2.1
722,402847.67,3.1
723,402848.67,4.1
724,402849.67,5.1
725,402850.67,2.1
726,402851.67,3.1
727,402852.67,4.1
728,402853.67,5.1
729,402854.67,2.1
730,402855.67,3.1
731,402856.67,4.1
732,402857.67,5.1
733,402858.67,2.1
734,402859.67,3.1
735,402860.67,4.1
736,402861.67,5.1
737,402862.67,2.1
738,402863.67,3.1
739,402864.67,4.1
740,402865.67,5.1
741,402866.67,2.1
742,402867.67,3.1
743,402868.67,4.1
744,402869.67,5.1
745,402870.67,2.1
746,402871.67,3.1
747,402872.67,4.1
748,402873.67,5.1
749,402874.67,2.1
750,402875.67,3.1
751,402876.67,4.1
752,402877.67,5.1
753,402878.67,2.1
754,402879.67,3.1
755,402880.67,4.1
756,402881.67,5.1
757,402882.67,2.1
758,402883.67,3.1
759,402884.67,4.1
760,402885.67,5.1
761,402886.67,2.1
762,402887.67,3.1
763,402888.67,4.1
764,402889.67,5.1
765,402890.67,2.1
766,402891.67,3.1
767,402892.67,4.1
768,402893.67,5.1
769,402894.67,2.1
770,402895.67,3.1
771,402896.67,4.1
772,402897.67,5.1
773,402898.67,2.1
774,402899.67,3.1
775,402900.67,4.1
776,402901.67,5.1
777,402902.67,2.1
778,402903.67,3.1
779,402904.67,4.1
780,402905.67,5.1
781,402906.67,2.1
782,402907.67,3.1
783,402908.67,4.1
784,402909.67,5.1
785,402910.67,2.1
786,402911.67,3.1
787,402912.67,4.1
788,402913.67,5.1
789,402914.67,2.1
790,402915.67,3.1
791,402916.67,4.1
792,402917.67,5.1
793,402918.67,2.1
794,402919.67,3.1
795,402920.67,4.1
796,402921.67,5.1
797,402922.67,2.1
798,402923.67,3.1
799,402924.67,4.1
800,402925.67,5.1
801,402926.67,2.1
802,402927.67,3.1
803,402928.67,4.1
804,402929.67,5.1
805,402930.67,2.1
806,402931.67,3.1
807,402932.67,4.1
808,402933.67,5.1
809,402934.67,2.1
810,402935.67,3.1
811,402936.67,4.1
812,402937.67,5.1
813,402938.67,2.1
814,402939.67,3.1
815,402940.67,4.1
816,402941.67,5.1
817,402942.67,2.1
818,402943.67,3.1
819,402944.67,4.1
820,402945.67,5.1
821,402946.67,2.1
822,402947.67,3.1
823,402948.67,4.1
824,402949.67,5.1
825,402950.67,2.1
826,402951.67,3.1
827,402952.67,4.1
828,402953.67,5.1
829,402954.67,2.1
830,402955.67,3.1
831,402956.67,4.1
832,402957.67,5.1
833,402958.67,2.1
834,402959.67,3.1
835,402960.67,4.1
836,402961.67,5.1
837,402962.67,2.1
838,402963.67,3.1
839,402964.67,4.1
840,402965.67,5.1
841,402966.67,2.1
842,402967.67,3.1
843,402968.67,4.1
844,402969.67,5.1
845,402970.67,2.1
846,402971.67,3.1
847,402972.67,4.1
848,402973.67,5.1
849,402974.67,2.1
850,402975.67,3.1
851,402976.67,4.1
852,402977.67,5.1
853,402978.67,2.1
854,402979.67,3.1
855,402980.67,4.1
856,402981.67,5.1
857,402982.67,2.1
858,402983.67,3.1
859,402984.67,4.1
860,402985.67,5.1
861,402986.67,2.1
862,402987.67,3.1
863,402988.67,4.1
864,402989.67,5.1
865,402990.67,2.1
866,402991.67,3.1
867,402992.67,4.1
868,402993.67,5.1
869,402994.67,2.1
870,402995.67,3.1
871,402996.67,4.1
872,402997.67,5.1
873,402998.67,2.1
874,402999.67,3.1
875,403000.67,4.1
876,403001.67,5.1
877,403002.67,2.1
878,403003.67,3.1
879,403004.67,4.1
880,403005.67,5.1
881,403006.67,2.1
882,403007.67,3.1
883,403008.67,4.1
884,403009.67,5.1
885,403010.67,2.1
886,403011.67,3.1
887,403012.67,4.1
888,403013.67,5.1
889,403014.67,2.1
890,403015.67,3.1
891,403016.67,4.1
892,403017.67,5.1
893,403018.67,2.1
894,403019.67,3.1
895,403020.67,4.1
896,403021.67,5.1
897,403022.67,2.1
898,403023.67,3.1
899,403024.67,4.1
900,403025.67,5.1
901,403026.67,2.1
902,403027.67,3.1
903,403028.67,4.1
904,403029.67,5.1
905,403030.67,2.1
906,403031.67,3.1
907,403032.67,4.1
908,403033.67,5.1
909,403034.67,2.1
910,403035.67,3.1
911,403036.67,4.1
912,403037.67,5.1
913,403038.67,2.1
914,403039.67,3.1
915,403040.67,4.1
916,403041.67,5.1
917,403042.67,2.1
918,403043.67,3.1
919,403044.67,4.1
920,403045.67,5.1
921,403046.67,2.1
922,403047.67,3.1
923,403048.67,4.1
924,403049.67,5.1
925,403050.67,2.1
926,403051.67,3.1
927,403052.67,4.1
928,403053.67,5.1
929,403054.67,2.1
930,403055.67,3.1
931,403056.67,4.1
932,403057.67,5.1
933,403058.67,2.1
934,403059.67,3.1
935,403060.67,4.1
936,403061.67,5.1
937,403062.67,2.1
938,403063.67,3.1
939,403064.67,4.1
940,403065.67,5.1
941,403066.67,2.1
942,403067.67,3.1
943,403068.67,4.1
944,403069.67,5.1
945,403070.67,2.1
946,403071.67,3.1
947,403072.67,4.1
948,403073.67,5.1
949,403074.67,2.1
950,403075.67,3.1
951,403076.67,4.1
952,403077.67,5.1
953,403078.67,2.1
954,403079.67,3.1
955,403080.67,4.1
956,403081.67,5.1
957,403082.67,2.1
958,403083.67,3.1
959,403084.67,4.1
960,403085.67,5.1
961,403086.67,2.1
962,403087.67,3.1
963,403088.67,4.1
964,403089.67,5.1
965,403090.67,2.1
966,403091.67,3.1
967,403092.67,4.1
968,403093.67,5.1
969,403094.67,2.1
970,403095.67,3.1
971,403096.67,4.1
972,403097.67,5.1
973,403098.67,2.1
974,403099.67,3.1
975,403100.67,4.1
976,403101.67,5.1
977,403102.67,2.1
978,403103.67,3.1
979,403104.67,4.1
980,403105.67,5.1
981,403106.67,2.1
982,403107.67,3.1
983,403108.67,4.1
984,403109.67,5.1
985,403110.67,2.1
986,403111.67,3.1
987,403112.67,4.1
988,403113.67,5.1
989,403114.67,2.1
990,403115.67,3.1
991,403116.67,4.1
992,403117.67,5.1
993,403118.67,2.1
994,403119.67,3.1
995,403120.67,4.1
996,403121.67,5.1
997,403122.67,2.1
998,403123.67,3.1
999,403124.67,4.1
1000,403125.67,5.1
1001,403126.67,2.1
1002,403127.67,3.1
1003,403128.67,4.1
1004,403129.67,5.1
1005,403130.67,2.1
1006,403131.67,3.1
1007,403132.67,4.1
1008,403133.67,5.1
1009,403134.67,2.1
1010,403135.67,3.1
1011,403136.67,4.1
1012,403137.67,5.1
1013,403138.67,2.1
1014,403139.67,3.1
1015,403140.67,4.1
1016,403141.67,5.1
1017,403142.67,2.1
1018,403143.67,3.1
1019,403144.67,4.1
1020,403145.67,5.1
1021,403146.67,2.1
1022,403147.67,3.1
1023,403148.67,4.1
1024,403149.67,5.1
1025,403150.67,2.1
1026,403151.67,3.1
1027,403152.67,4.1
1028,403153.67,5.1
1029,403154.67,2.1
1030,403155.67,3.1
1031,403156.67,4.1
1032,403157.67,5.1
1033,403158.67,2.1
1034,403159.67,3.1
1035,403160.67,4.1
1036,403161.67,5.1
1037,403162.67,2.1
1038,403163.67,3.1
1039,403164.67,4.1
1040,403165.67,5.1
1041,403166.67,2.1
1042,403167.67,3.1
1043,403168.67,4.1
1044,403169.67,5.1
1045,403170.67,2.1
1046,403171.67,3.1
1047,403172.67,4.1
1048,403173.67,5.1
1049,403174.67,2.1
1050,403175.67,3.1
1051,403176.67,4.1
1052,403177.67,5.1
1053,403178.67,2.1
1054,403179.67,3.1
1055,403180.67,4.1
1056,403181.67,5.1
1057,403182.67,2.1
1058,403183.67,3.1
1059,403184.67,4.1
1060,403185.67,5.1
1061,403186.67,2.1
1062,403187.67,3.1
1063,403188.67,4.1
1064,403189.67,5.1
1065,403190.67,2.1
1066,403191.67,3.1
1067,403192.67,4.1
1068,403193.67,5.1
1069,403194.67,2.1
1070,403195.67,3.1
1071,403196.67,4.1
1072,403197.67,5.1
1073,403198.67,2.1
1074,403199.67,3.1
1075,403200.67,4.1
1076,403201.67,5.1
1077,403202.67,2.1
1078,403203.67,3.1
1079,403204.67,4.1
1080,403205.67,5.1
1081,403206.67,2.1
1082,403207.67,3.1
1083,403208.67,4.1
1084,403209.67,5.1
1085,403210.67,2.1
1086,403211.67,3.1
1087,403212.67,4.1
1088,403213.67,5.1
1089,403214.67,2.1
1090,403215.67,3.1
1091,403216.67,4.1
1092,403217.67,5.1
1093,403218.67,2.1
1094,403219.67,3.1
1095,403220.67,4.1
1096,403221.67,5.1
1097,403222.67,2.1
1098,403223.67,3.1
1099,403224.67,4.1
1100,403225.67,5.1
1101,403226.67,2.1
1102,403227.67,3.1
1103,403228.67,4.1
1104,403229.67,5.1
1105,403230.67,2.1
1106,403231.67,3.1
1107,403232.67,4.1
1108,403233.67,5.1
1109,403234.67,2.1
1110,403235.67,3.1
1111,403236.67,4.1
1112,403237.67,5.1
1113,403238.67,2.1
1114,403239.67,3.1
1115,403240.67,4.1
1116,403241.67,5.1
1117,403242.67,2.1
1118,403243.67,3.1
1119,403244.67,4.1
1120,403245.67,5.1
1121,403246.67,2.1
1122,403247.67,3.1
1123,403248.67,4.1
1124,403249.67,5.1
1125,403250.67,2.1
1126,403251.67,3.1
1127,403252.67,4.1
1128,403253.67,5.1
1129,403254.67,2.1
1130,403255.67,3.1
1131,403256.67,4.1
1132,403257.67,5.1
1133,403258.67,2.1
1134,403259.67,3.1
1135,403260.67,4.1
1136,403261.67,5.1
1137,403262.67,2.1
1138,403263.67,3.1
1139,403264.67,4.1
1140,403265.67,5.1
1141,403266.67,2.1
1142,403267.67,3.1
1143,403268.67,4.1
1144,403269.67,5.1
1145,403270.67,2.1
1146,403271.67,3.1
1147,403272.67,4.1
1148,403273.67,5.1
1149,403274.67,2.1
1150,403275.67,3.1
1151,403276.67,4.1
1152,403277.67,5.1
1153,403278.67,2.1
1154,403279.67,3.1
1155,403280.67,4.1
1156,403281.67,5.1
1157,403282.67,2.1
1158,403283.67,3.1
1159,403284.67,4.1
1160,403285.67,5.1
1161,403286.67,2.1
1162,403287.67,3.1
1163,403288.67,4.1
1164,403289.67,5.1
1165,403290.67,2.1
1166,403291.67,3.1
1167,403292.67,4.1
1168,403293.67,5.1
1169,403294.67,2.1
1170,403295.67,3.1
1171,403296.67,4.1
1172,403297.67,5.1
1173,403298.67,2.1
1174,403299.67,3.1
1175,403300.67,4.1
1176,403301.67,5.1
1177,403302.67,2.1
1178,403303.67,3.1
1179,403304.67,4.1
1180,403305.67,5.1
1181,403306.67,2.1
1182,403307.67,3.1
1183,403308.67,4.1
1184,403309.67,5.1
1185,403310.67,2.1
1186,403311.67,3.1
1187,403312.67,4.1
1188,403313.67,5.1
1189,403314.67,2.1
1190,403315.67,3.1
1191,403316.67,4.1
1192,403317.67,5.1
1193,403318.67,2.1
1194,403319.67,3.1
1195,403320.67,4.1
1196,403321.67,5.1
1197,403322.67,2.1
1198,403323.67,3.1
1199,403324.67,4.1
1200,403325.67,5.1
1201,403326.67,2.1
1202,403327.67,3.1
1203,403328.67,4.1
1204,403329.67,5.1
1205,403330.67,2.1
1206,403331.67,3.1
1207,403332.67,4.1
1208,403333.67,5.1
1209,403334.67,2.1
1210,403335.67,3.1
1211,403336.67,4.1
1212,403337.67,5.1
1213,403338.67,2.1
1214,403339.67,3.1
1215,403340.67,4.1
1216,403341.67,5.1
1217,403342.67,2.1
1218,403343.67,3.1
1219,403344.67,4.1
1220,403345.67,5.1
1221,403346.67,2.1
1222,403347.67,3.1
1223,403348.67,4.1
1224,403349.67,5.1
1225,403350.67,2.1
1226,403351.67,3.1
1227,403352.67,4.1
1228,403353.67,5.1
1229,403354.67,2.1
1230,403355.67,3.1
1231,403356.67,4.1
1232,403357.67,5.1
1233,403358.67,2.1
1234,403359.67,3.1
1235,403360.67,4.1
1236,403361.67,5.1
1237,403362.67,2.1
1238,403363.67,3.1
1239,403364.67,4.1
1240,403365.67,5.1
1241,403366.67,2.1
1242,403367.67,3.1
1243,403368.67,4.1
1244,403369.67,5.1
1245,403370.67,2.1
1246,403371.67,3.1
1247,403372.67,4.1
1248,403373.67,5.1
1249,403374.67,2.1
1250,403375.67,3.1
1251,403376.67,4.1
1252,403377.67,5.1
1253,403378.67,2.1
1254,403379.67,3.1
1255,403380.67,4.1
1256,403381.67,5.1
1257,403382.67,2.1
1258,403383.67,3.1
1259,403384.67,4.1
1260,403385.67,5.1
1261,403386.67,2.1
1262,403387.67,3.1
1263,403388.67,4.1
1264,403389.67,5.1
1265,403390.67,2.1
1266,403391.67,3.1
1267,403392.67,4.1
1268,403393.67,5.1
1269,403394.67,2.1
1270,403395.67,3.1
1271,403396.67,4.1
1272,403397.67,5.1
1273,403398.67,2.1
1274,403399.67,3.1
1275,403400.67,4.1
1276,403401.67,5.1
1277,403402.67,2.1
1278,403403.67,3.1
1279,403404.67,4.1
1280,403405.67,5.1
1281,403406.67,2.1
1282,403407.67,3.1
1283,403408.67,4.1
1284,403409.67,5.1
1285,403410.67,2.1
1286,403411.67,3.1
1287,403412.67,4.1
1288,403413.67,5.1
1289,403414.67,2.1
1290,403415.67,3.1
1291,403416.67,4.1
1292,403417.67,5.1
1293,403418.67,2.1
1294,403419.67,3.1
1295,403420.67,4.1
1296,403421.67,5.1
1297,403422.67,2.1
1298,403423.67,3.1
1299,403424.67,4.1
1300,403425.67,5.1
1301,403426.67,2.1
1302,403427.67,3.1
1303,403428.67,4.1
1304,403429.67,5.1
1305,403430.67,2.1
1306,403431.67,3.1
1307,403432.67,4.1
1308,403433.67,5.1
1309,403434.67,2.1
1310,403435.67,3.1
1311,403436.67,4.1
1312,403437.67,5.1
1313,403438.67,2.1
1314,403439.67,3.1
1315,403440.67,4.1
1316,403441.67,5.1
1317,403442.67,2.1
1318,403443.67,3.1
1319,403444.67,4.1
1320,403445.67,5.1
1321,403446.67,2.1
1322,403447.67,3.1
1323,403448.67,4.1
1324,403449.67,5.1
1325,403450.67,2.1
1326,403451.67,3.1
1327,403452.67,4.1
1328,403453.67,5.1
1329,403454.67,2.1
1330,403455.67,3.1
1331,403456.67,4.1
1332,403457.67,5.1
1333,403458.67,2.1
1334,403459.67,3.1
1335,403460.67,4.1
1336,403461.67,5.1
1337,403462.67,2.1
1338,403463.67,3.1
1339,403464.67,4.1
1340,403465.67,5.1
1341,403466.67,2.1
1342,403467.67,3.1
1343,403468.67,4.1
1344,403469.67,5.1
1345,403470.67,2.1
1346,403471.67,3.1
1347,403472.67,4.1
1348,403473.67,5.1
1349,403474.67,2.1
1350,403475.67,3.1
1351,403476.67,4.1
1352,403477.67,5.1
1353,403478.67,2.1
1354,403479.67,3.1
1355,403480.67,4.1
1356,403481.67,5.1
1357,403482.67,2.1
1358,403483.67,3.1
1359,403484.67,4.1
1360,403485.67,5.1
1361,403486.67,2.1
1362,403487.67,3.1
1363,403488.67,4.1
1364,403489.67,5.1
1365,403490.67,2.1
1366,403491.67,3.1
1367,403492.67,4.1
1368,403493.67,5.1
1369,403494.67,2.1
1370,403495.67,3.1
1371,403496.67,4.1
1372,403497.67,5.1
1373,403498.67,2.1
1374,403499.67,3.1
1375,403500.67,4.1
1376,403501.67,5.1
1377,403502.67,2.1
1378,403503.67,3.1
1379,403504.67,4.1
1380,403505.67,5.1
1381,403506.67,2.1
1382,403507.67,3.1
1383,403508.67,4.1
1384,403509.67,5.1
1385,403510.67,2.1
1386,403511.67,3.1
1387,403512.67,4.1
1388,403513.67,5.1
1389,403514.67,2.1
1390,403515.67,3.1
1391,403516.67,4.1
1392,403517.67,5.1
1393,403518.67,2.1
1394,403519.67,3.1
1395,403520.67,4.1
1396,403521.67,5.1
1397,403522.67,2.1
1398,403523.67,3.1
1399,403524.67,4.1
1400,403525.67,5.1
1401,403526.67,2.1
1402,403527.67,3.1
1403,403528.67,4.1
1404,403529.67,5.1
1405,403530.67,2.1
1406,403531.67,3.1
1407,403532.67,4.1
1408,403533.67,5.1
1409,403534.67,2.1
1410,403535.67,3.1
1411,403536.67,4.1
1412,403537.67,5.1
1413,403538.67,2.1
1414,403539.67,3.1
1415,403540.67,4.1
1416,403541.67,5.1
1417,403542.67,2.1
1418,403543.67,3.1
1419,403544.67,4.1
1420,403545.67,5.1
1421,403546.67,2.1
1422,403547.67,3.1
1423,403548.67,4.1
1424,403549.67,5.1
1425,403550.67,2.1
1426,403551.67,3.1
1427,403552.67,4.1
1428,403553.67,5.1
1429,403554.67,2.1
1430,403555.67,3.1
1431,403556.67,4.1
1432,403557.67,5.1
1433,403558.67,2.1
1434,403559.67,3.1
1435,403560.67,4.1
1436,403561.67,5.1
1437,403562.67,2.1
1438,403563.67,3.1
1439,403564.67,4.1
1440,403565.67,5.1
1441,403566.67,2.1
1442,403567.67,3.1
1443,403568.67,4.1
1444,403569.67,5.1
1445,403570.67,2.1
1446,403571.67,3.1
1447,403572.67,4.1
1448,403573.67,5.1
1449,403574.67,2.1
1450,403575.67,3.1
1451,403576.67,4.1
1452,403577.67,5.1
1453,403578.67,2.1
1454,403579.67,3.1
1455,403580.67,4.1
1456,403581.67,5.1
1457,403582.67,2.1
1458,403583.67,3.1
1459,403584.67,4.1
1460,403585.67,5.1
1461,403586.67,2.1
1462,403587.67,3.1
1463,403588.67,4.1
1464,403589.67,5.1
1465,403590.67,2.1
1466,403591.67,3.1
1467,403592.67,4.1
1468,403593.67,5.1
1469,403594.67,2.1
1470,403595.67,3.1
1471,403596.67,4.1
1472,403597.67,5.1
1473,403598.67,2.1
1474,403599.67,3.1
1475,403600.67,4.1
1476,403601.67,5.1
1477,403602.67,2.1
1478,403603.67,3.1
1479,403604.67,4.1
1480,403605.67,5.1
1481,403606.67,2.1
1482,403607.67,3.1
1483,403608.67,4.1
1484,403609.67,5.1
1485,403610.67,2.1
1486,403611.67,3.1
1487,403612.67,4.1
1488,403613.67,5.1
1489,403614.67,2.1
1490,403615.67,3.1
1491,403616.67,4.1
1492,403617.67,5.1
1493,403618.67,2.1
1494,403619.67,3.1
1495,403620.67,4.1
1496,403621.67,5.1
1497,403622.67,2.1
1498,403623.67,3.1
1499,403624.67,4.1
1500,403625.67,5.1
1501,403626.67,2.1
1502,403627.67,3.1
1503,403628.67,4.1
1504,403629.67,5.1
1505,403630.67,2.1
1506,403631.67,3.1
1507,403632.67,4.1
1508,403633.67,5.1
1509,403634.67,2.1
1510,403635.67,3.1
1511,403636.67,4.1
1512,403637.67,5.1
1513,403638.67,2.1
1514,403639.67,3.1
1515,403640.67,4.1
1516,403641.67,5.1
1517,403642.67,2.1
1518,403643.67,3.1
1519,403644.67,4.1
1520,403645.67,5.1
1521,403646.67,2.1
1522,403647.67,3.1
1523,403648.67,4.1
1524,403649.67,5.1
1525,403650.67,2.1
1526,403651.67,3.1
1527,403652.67,4.1
1528,403653.67,5.1
1529,403654.67,2.1
1530,403655.67,3.1
1531,403656.67,4.1
1532,403657.67,5.1
1533,403658.67,2.1
1534,403659.67,3.1
1535,403660.67,4.1
1536,403661.67,5.1
1537,403662.67,2.1
1538,403663.67,3.1
1539,403664.67,4.1
1540,403665.67,5.1
1541,403666.67,2.1
1542,403667.67,3.1
1543,403668.67,4.1
1544,403669.67,5.1
1545,403670.67,2.1
1546,403671.67,3.1
1547,403672.67,4.1
1548,403673.67,5.1
1549,403674.67,2.1
1550,403675.67,3.1
1551,403676.67,4.1
1552,403677.67,5.1
1553,403678.67,2.1
1554,403679.67,3.1
1555,403680.67,4.1
1556,403681.67,5.1
1557,403682.67,2.1
1558,403683.67,3.1
1559,403684.67,4.1
1560,403685.67,5.1
1561,403686.67,2.1
1562,403687.67,3.1
1563,403688.67,4.1
1564,403689.67,5.1
1565,403690.67,2.1
1566,403691.67,3.1
1567,403692.67,4.1
1568,403693.67,5.1
1569,403694.67,2.1
1570,403695.67,3.1
1571,403696.67,4.1
1572,403697.67,5.1
1573,403698.67,2.1
1574,403699.67,3.1
1575,403700.67,4.1
1576,403701.67,5.1
1577,403702.67,2.1
1578,403703.67,3.1
1579,403704.67,4.1
1580,403705.67,5.1
1581,403706.67,2.1
1582,403707.67,3.1
1583,403708.67,4.1
1584,403709.67,5.1
1585,403710.67,2.1
1586,403711.67,3.1
1587,403712.67,4.1
1588,403713.67,5.1
1589,403714.67,2.1
1590,403715.67,3.1
1591,403716.67,4.1
1592,403717.67,5.1
1593,403718.67,2.1
1594,403719.67,3.1
1595,403720.67,4.1
1596,403721.67,5.1
1597,403722.67,2.1
1598,403723.67,3.1
1599,403724.67,4.1
1600,403725.67,5.1
1601,403726.67,2.1
1602,403727.67,3.1
1603,403728.67,4.1
1604,403729.67,5.1
1605,403730.67,2.1
1606,403731.67,3.1
1607,403732.67,4.1
1608,403733.67,5.1
1609,403734.67,2.1
1610,403735.67,3.1
1611,403736.67,4.1
1612,403737.67,5.1
1613,403738.67,2.1
1614,403739.67,3.1
1615,403740.67,4.1
1616,403741.67,5.1
1617,403742.67,2.1
1618,403743.67,3.1
1619,403744.67,4.1
1620,403745.67,5.1
1621,403746.67,2.1
1622,403747.67,3.1
1623,403748.67,4.1
1624,403749.67,5.1
1625,403750.67,2.1
1626,403751.67,3.1
1627,403752.67,4.1
1628,403753.67,5.1
1629,403754.67,2.1
1630,403755.67,3.1
1631,403756.67,4.1
1632,403757.67,5.1
1633,403758.67,2.1
1634,403759.67,3.1
1635,403760.67,4.1
1636,403761.67,5.1
1637,403762.67,2.1
1638,403763.67,3.1
1639,403764.67,4.1
1640,403765.67,5.1
1641,403766.67,2.1
1642,403767.67,3.1
1643,403768.67,4.1
1644,403769.67,5.1
1645,403770.67,2.1
1646,403771.67,3.1
1647,403772.67,4.1
1648,403773.67,5.1
1649,403774.67,2.1
1650,403775.67,3.1
1651,403776.67,4.1
1652,403777.67,5.1
1653,403778.67,2.1
1654,403779.67,3.1
1655,403780.67,4.1
1656,403781.67,5.1
1657,403782.67,2.1
1658,403783.67,3.1
1659,403784.67,4.1
1660,403785.67,5.1
1661,403786.67,2.1
1662,403787.67,3.1
1663,403788.67,4.1
1664,403789.67,5.1
1665,403790.67,2.1
1666,403791.67,3.1
1667,403792.67,4.1
1668,403793.67,5.1
1669,403794.67,2.1
1670,403795.67,3.1
1671,403796.67,4.1
1672,403797.67,5.1
1673,403798.67,2.1
1674,403799.67,3.1
1675,403800.67,4.1
1676,403801.67,5.1
1677,403802.67,2.1
1678,403803.67,3.1
1679,403804.67,4.1
1680,403805.67,5.1
1681,403806.67,2.1
1682,403807.67,3.1
1683,403808.67,4.1
1684,403809.67,5.1
1685,403810.67,2.1
1686,403811.67,3.1
1687,403812.67,4.1
1688,403813.67,5.1
1689,403814.67,2.1
1690,403815.67,3.1
1691,403816.67,4.1
1692,403817.67,5.1
1693,403818.67,2.1
1694,403819.67,3.1
1695,403820.67,4.1
1696,403821.67,5.1
1697,403822.67,2.1
1698,403823.67,3.1
1699,403824.67,4.1
1700,403825.67,5.1
1701,403826.67,2.1
1702,403827.67,3.1
1703,403828.67,4.1
1704,403829.67,5.1
1705,403830.67,2.1
1706,403831.67,3.1
1707,403832.67,4.1
1708,403833.67,5.1
1709,403834.67,2.1
1710,403835.67,3.1
1711,403836.67,4.1
1712,403837.67,5.1
1713,403838.67,2.1
1714,403839.67,3.1
1715,403840.67,4.1
1716,403841.67,5.1
1717,403842.67,2.1
1718,403843.67,3.1
1719,403844.67,4.1
1720,403845.67,5.1
1721,403846.67,2.1
1722,403847.67,3.1
1723,403848.67,4.1
1724,403849.67,5.1
1725,403850.67,2.1
1726,403851.67,3.1
1727,403852.67,4.1
1728,403853.67,5.1
1729,403854.67,2.1
1730,403855.67,3.1
1731,403856.67,4.1
1732,403857.67,5.1
1733,403858.67,2.1
1734,403859.67,3.1
1735,403860.67,4.1
1736,403861.67,5.1
1737,403862.67,2.1
1738,403863.67,3.1
1739,403864.67,4.1
1740,403865.67,5.1
1741,403866.67,2.1
1742,403867.67,3.1
1743,403868.67,4.1
1744,403869.67,5.1
1745,403870.67,2.1
1746,403871.67,3.1
1747,403872.67,4.1
1748,403873.67,5.1
1749,403874.67,2.1
1750,403875.67,3.1
1751,403876.67,4.1
1752,403877.67,5.1
1753,403878.67,2.1
1754,403879.67,3.1
1755,403880.67,4.1
1756,403881.67,5.1
1757,403882.67,2.1
1758,403883.67,3.1
1759,403884.67,4.1
1760,403885.67,5.1
1761,403886.67,2.1
1762,403887.67,3.1
1763,403888.67,4.1
1764,403889.67,5.1
1765,403890.67,2.1
1766,403891.67,3.1
1767,403892.67,4.1
1768,403893.67,5.1
1769,403894.67,2.1
1770,403895.67,3.1
1771,403896.67,4.1
1772,403897.67,5.1
1773,403898.67,2.1
1774,403899.67,3.1
1775,403900.67,4.1
1776,403901.67,5.1
1777,403902.67,2.1
1778,403903.67,3.1
1779,403904.67,4.1
1780,403905.67,5.1
1781,403906.67,2.1
1782,403907.67,3.1
1783,403908.67,4.1
1784,403909.67,5.1
1785,403910.67,2.1
1786,403911.67,3.1
1787,403912.67,4.1
1788,403913.67,5.1
1789,403914.67,2.1
1790,403915.67,3.1
1791,403916.67,4.1
1792,403917.67,5.1
1793,403918.67,2.1
1794,403919.67,3.1
1795,403920.67,4.1
1796,403921.67,5.1
1797,403922.67,2.1
1798,403923.67,3.1
1799,403924.67,4.1
1800,403925.67,5.1
1801,403926.67,2.1
1802,403927.67,3.1
1803,403928.67,4.1
1804,403929.67,5.1
1805,403930.67,2.1
1806,403931.67,3.1
1807,403932.67,4.1
1808,403933.67,5.1
1809,403934.67,2.1
1810,403935.67,3.1
1811,403936.67,4.1
1812,403937.67,5.1
1813,403938.67,2.1
1814,403939.67,3.1
1815,403940.67,4.1
1816,403941.67,5.1
1817,403942.67,2.1
1818,403943.67,3.1
1819,403944.67,4.1
1820,403945.67,5.1
1821,403946.67,2.1
1822,403947.67,3.1
1823,403948.67,4.1
1824,403949.67,5.1
1825,403950.67,2.1
1826,403951.67,3.1
1827,403952.67,4.1
1828,403953.67,5.1
1829,403954.67,2.1
1830,403955.67,3.1
1831,403956.67,4.1
1832,403957.67,5.1
1833,403958.67,2.1
